Username;Review;Untruthful Opinion;Review on Brand Only;Non-Review;Review Length Short;Burstiness;Maximum Content Similarity;Extreme Rating
yumijiu;Pesanan kurang ini, padahal pesan banyak malah kurang ini,, mana yg paling mahal lagi harga nya, cuma lebih teliti lagi dong seller 😭 mau di ajukan pengembalian cuma gak ada video unboxing karena pesanan org😭;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
yurikewulandari08;Barangnya udah robek;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
yusninatilawati23;Pesan 2 satu bagus, satunya patah jd dibalikin satunya, dana diknbalikan ke shopee. Next diperiksa dulu dong jgn ampe bikin konsumen kecewa, trus ribet balikin dan nunggu penyelesaian;Asli;Asli;Asli;Asli;Asli;Asli;Asli
yusufrinaldi97;Pengiriman lambat;Asli;Asli;Palsu;Palsu;Asli;Palsu;Palsu
yzq_xb99lk;bagus;Palsu;Asli;Asli;Palsu;Asli;Palsu;Asli
z*****a;Pelayanan toko sangat mengecewakan;Asli;Palsu;Palsu;Palsu;Palsu;Palsu;Palsu
z*****a;Pelayanan toko sangat mengecewakan;Asli;Palsu;Palsu;Palsu;Palsu;Palsu;Palsu
z*****e;Tidak mau kebuka;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
zaydan_g;Pesen yg squid game di kirim yg Ironman,pdhl buat anak cewe,kalo barang tidak ad mohon konfirm ke pembeli biar sama2 amanah.;Asli;Asli;Asli;Asli;Asli;Asli;Asli
zeindprintshop;Biasa banget, not guud.;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
zeip_79;Sukses & Lancar untul penjual;Asli;Palsu;Asli;Palsu;Asli;Asli;Asli
zennzaf;Nyampe rmh tgl 26 april siang langsung anboxing dan dipake masukin uang baik2 aja terus disimpen diatas lemari, lalu malemnya dipake lagi masukin uang tapi udh mati2 padahal pemakaian normal ga dibanting atau di oprek2  bener2 dipakai sewajarnya.;Palsu;Asli;Asli;Palsu;Asli;Palsu;Asli
zg6cz45jlj;barang yg tertera dan dtg tdk sesuai (kurang);Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
zionatan;Tadi sya kirain luyan besar, tapi kecil. Agak kecewa sih.;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
ziziwasabi;Bagus tapi ada 1 pcs yg hilang, gabisa nyala dan gaada pedoman ngerakitnya. Jadi harus cenayang ngeliat gambar di kardus ae dah;Palsu;Asli;Asli;Asli;Asli;Asli;Asli
zortgaming;Gua kira dapet 0-9 ternyata malah satu;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
zubaidahzubaidah997;bgus seh tpi kecel kli;Palsu;Asli;Asli;Palsu;Asli;Asli;Asli
zulindaaaaa;Gabisa dipake;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
.nbxxxxx;pengiriman paket sangat lambat, produk lumayan, kualitas lumayan. THANK YOU. ☺️;Asli;Asli;Palsu;Asli;Asli;Asli;Palsu
0w9gf9gf5c;tdk sesuai;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
1*****e;Barang sudah sampai sesuai pesanan.semoga anak nya suka buat sekolah.;Asli;Asli;Asli;Asli;Asli;Palsu;Asli
1*****i;Sol sepatunya sepertinya lebih baik dijahit di tukang sol sepatu spy ketahanannya lebih lama. Kualitas barang sesuai harga. Pelayanan oke 👍🏼. Terimakasih yaa.;Asli;Asli;Palsu;Asli;Asli;Palsu;Asli
1ijyept4mu;Sesuai harga Biasa aja;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
2*****6;Bagian bawahnya di cat ... Ok lah untuk harga segitu... Semog penjual lebih teliti lagi;Asli;Palsu;Asli;Asli;Asli;Asli;Asli
2ntc2x46kg;Next oder lagi ya kak,kalok bisa ada diskonnya Mak terimakasih;Asli;Asli;Asli;Asli;Asli;Asli;Asli
2pow_crpgx;Paketnnya sudah sampai , barang aman tapi gerdus penyok , barang sesuai harga bahannya juga ringan, pengiriman lumayan lama , terimakasih seller shoppe dan abang kurir...;Asli;Asli;Palsu;Asli;Asli;Palsu;Asli
3*****5;Tidak terlAlu tebal di bagian tengah dan depan;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
3fbsl744j4;bagus;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
48431mo2fm;talinya g sesuai warnanya sm sepatunya;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
53mkbu5em4;bagus;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
567nova;Lumayan bagus;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
5eo6r5n909;lama semali;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
625ruityam;mantap;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
77w723zhf4;Cepet rusak di talinya;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
7c6ajwdpfi;Kurang puas;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
8jsm_k9dwb;bagus;Palsu;Asli;Asli;Palsu;Asli;Palsu;Asli
8zladpj4cw;tidak seperti adidas asli ya,bahan steropom/daur ulang ya;Asli;Asli;Asli;Asli;Asli;Asli;Asli
9_zfh.123;bagus;Palsu;Asli;Asli;Palsu;Asli;Palsu;Palsu
9pigzo4swb;Barang sangat bagus sekali pengiriman LE2AT JNT SUNGGUH SANGAT CEPAT;Asli;Asli;Palsu;Asli;Asli;Palsu;Asli
9s3b3z52l8;bagus tapi yg kanan agak beda tapi ya gk papa harganya juga terjangkau;Palsu;Asli;Asli;Asli;Asli;Asli;Palsu
Pengguna Shopee;bahan nya kurang bagus,gk sesuai ekspetasi;Asli;Asli;Asli;Palsu;Palsu;Palsu;Asli
_adhel_vheya;Lem terlalu terlihat.. kurang rapi tapi ya lumayan moga bisa dipake gak cpet jebol😀;Asli;Asli;Asli;Asli;Asli;Asli;Asli
_mufid_20;Cocok sesuai harga, ukuran pas sesuai spatu / sendal yg di pakai setiap hari. Saran : harganya kasih lebih mahal dikit tapi kasih juga kualitas yg bgus + di jahit, karena ini buat mendaki kalau di kasih lem aja trs kena air ya langsung copot. Untuk yg nyari murah ya ini udah pas menurutku;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
_nrpvjls8q;Sesuay;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
_nurullqomariyahh03;Agak kebesaran harusnya uk 39 tapi gkpp sepatunya bagus Pesen yng neo putih tapi datengnya nike putih yaa gkpp juga mau diretur tapi gak di video unboxsing jugaa Bagus ko teman² cuma aku yang salah pilih size aja Apikkk banget rekomendasi poll;Palsu;Asli;Asli;Palsu;Asli;Palsu;Asli
a*****2;Buruk sih ini, terlalu tipis 😬 2 kali pakai udah jebol kayak nya 🤣🤣 kirain murah karna produsen nya, eh emng kualitas nya kurang bagus yaa;Palsu;Asli;Asli;Asli;Asli;Palsu;Asli
a*****5;Tali sepatu warnanya nggak nyambung.. Nggak meching sama warna sepatunya.. Sepat navy tapi tali sepatu cenderung ke warna hijau gelap..;Asli;Asli;Asli;Asli;Asli;Asli;Asli
a*****6;Bagus sih cuma sedihnya untuk warna pesannya ada list merah Tapi yg dtg hitam smua sama Dan agk lama pengiriman cz overload. Tapi yang penting sepatunya udah datang empuk dan panjangnya ok buat kado bagus moga awet;Asli;Asli;Palsu;Palsu;Asli;Palsu;Asli
a*****6;Hmmm but ok lah buat harga segitu, kualitas udah sesuai dengan harganya, sepatunya enteng bgtt, tapi gpp lah lumayan buat ganti!;Asli;Asli;Asli;Asli;Asli;Asli;Asli
a*****6;Untuk harga segitu jadilah dengan sepatunya, Bagus warna putih buat ganti ganti jadilah Thank you seller, shopen kurir ya;Asli;Asli;Palsu;Asli;Asli;Asli;Asli
a*****7;y gtu. jgn trllu brhrap dgn hrga sgtu, tp lmyn lh sptu ny cm ya dpke bbrp hri lgsg btuh di sol.;Asli;Asli;Asli;Asli;Asli;Asli;Asli
a*****7;Sesuai diskripsi,, barang kualitas sesuai harga;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
a*****a;Lem'a kurang merekat, d pake 1-3 kali mungkin sdh rusak;Asli;Palsu;Asli;Asli;Palsu;Asli;Asli
a*****l;sesuai harga .. bagus sihh;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
a*****m;Ukuran 39 rasa 43;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
a*****n;pelayanan penjualnya oke, pengirimannya jga cpet bgtt, cuma agak kecewa ya, mesen yg neo ads tp dikirim yg nike, hehe😄☺️;Asli;Palsu;Palsu;Asli;Asli;Asli;Asli
a.p_1200;Tampilan ok, tapi finishingnya kurang. Bagian tumit menceng jadi nggak comfortable.;Asli;Asli;Asli;Asli;Asli;Asli;Asli
a5le126ceb;Lumayanlah nmnya jga hrga sgtuuu smoga awet g cept rurskkk;Asli;Asli;Asli;Asli;Asli;Asli;Asli
aadwi14;Belum seminggu lem2annya udh jebol;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
aansuprihatin586;sekali pake kena air lem nya langsung nglupas;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
aayu_syifa;Pesanan udh sampai,lumayanlah sesuai dgn harga. Hanya sja agak sedikit kegedean. Biasanya aq pkai size 39 pas,ini agak longgar. Tp it's ok lah. Mksh seller. Abang kurirnya baik,mau nungguin pas sya lg keluar. Mksh bang kurir;Asli;Asli;Palsu;Palsu;Asli;Palsu;Asli
abdul_gafur123;Sesuai dengan hrga;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
achmadzainul27;Lumayan bagus untuk harga segitu, minus mata ayam nyaa ada yg karatan;Asli;Asli;Asli;Asli;Asli;Palsu;Asli
acwvjqjr39;Penjual tidak amanah ukuran sepatu dan nomor ngawur acak acakan..di tukar tidak boleh...nyesel masuk toko ini.;Asli;Palsu;Asli;Asli;Asli;Asli;Asli
adanipriatnadani;Mohon maaf saya katakan tidak recomended Kalo memang stok tidak tersedia , jangan ditampilkn di toko ,, Kapok beli di toko ini ,,;Asli;Palsu;Asli;Asli;Asli;Asli;Asli
adeknif;Sepatunya enteng banget, tampilannya jg bagus. Cocok buat jalan2 dan olah raga. Semoga saja awet...;Asli;Asli;Asli;Asli;Asli;Asli;Asli
adeomost;biasa;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
adhypalotta;biasa aja;Asli;Asli;Asli;Palsu;Palsu;Palsu;Asli
adhypalotta;lumayan;Asli;Asli;Asli;Palsu;Palsu;Palsu;Asli
afdhella;Tidak sesuai expectasi;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
affa_shop1903;Sptunya trnyata ringan bgt,;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
agneesaritonang23;Sedikit kecewa Pengiriman lama bgt dan kualitas barang nya kurang bgus;Palsu;Asli;Palsu;Asli;Palsu;Palsu;Palsu
agneesaritonang23;Bagus;Palsu;Asli;Asli;Palsu;Palsu;Palsu;Palsu
agneesaritonang23;Bagus;Palsu;Asli;Asli;Palsu;Palsu;Palsu;Palsu
agneslawolo;Sesuai dengan gambar Packingnya rapi;Asli;Asli;Palsu;Palsu;Asli;Asli;Asli
agungfajar482;Warna tidak sesuai, penjual slow;Asli;Palsu;Asli;Palsu;Asli;Palsu;Palsu
agungsaputrasaputra213;bagus tapi tlinya kok yg datan warna merah?padahal di postingan warna hitam🥲;Asli;Asli;Asli;Asli;Asli;Asli;Asli
agyhnq48je;Gk sesuai sama yg di gambar dh gitu lem nya pd terbuka gitu pokoknya nyel bgt beli barang ini;Asli;Asli;Asli;Asli;Asli;Asli;Asli
ahsho12;Barang bagus, tp sayang pesen ukurannya yg salah,😭😭 Minta tuker tp gk boleh Coba kalo boleh udah aku kasi bintang 5 Maaf ya kak,🙏🏻🙏🏻🙏🏻;Palsu;Asli;Asli;Asli;Asli;Palsu;Asli
ainianas159;Aq pesan adisa kok yg datang lain;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
ainur_hikmah_fariz;Next bakalan order lagi ya😁;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
airinnurcahya177;Jelek brang x kaku;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
aisyahcicuit;Brg di terima cacat bagian bwh/alasannya lepas dri lemnya bikin kapok pelanggan ckp sekali aja psn di toko ini krna krg teliti dn teledor;Asli;Palsu;Asli;Asli;Asli;Palsu;Palsu
ajahkaryonokaryono;Respon penjual sih cpt, pg pesan siang langsung dikirim ,, Tp kwalitasnya itu loh,,😁,,,mungkin karena murah jd sepatunya sprti itu,,,;Asli;Palsu;Palsu;Asli;Asli;Asli;Asli
ajengraisyah;Barang g sesuai sama yg di posting sangat kecewa ketambah g da tali nya..kapok ah blnja di toko ini g amanah;Asli;Palsu;Asli;Asli;Asli;Palsu;Asli
akusiswoyo;kualitas jelek;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
alby19rayyan;sz 38 nya besar bgt;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
aldiantoaldianto353;kurang terang;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
alfaastoreid;harga nya memang segini si makannya udah cepet jebol sptunya, tapi untuk ongiriman cepat baik;Palsu;Asli;Asli;Asli;Asli;Palsu;Palsu
alfredofatah;Pengiriman cepat. Barang sesuai. Harga lumayan. Sayang udah ambil ukuran paling besar ternyata sesak.;Asli;Asli;Palsu;Asli;Asli;Palsu;Asli
alghifarim.ghazali;Bahannya kurang bagus Tapi boleh lah lumayan;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
alinggatriandani20;sesuai;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
aliyadendi;Tidak sesuai sama yg di order via live sdh bilang minta nomer 36 tapi yg dikirim no.43, komplain via wa juga tetap tidak bisa ditukar, sangat sangat kecewa;Asli;Asli;Asli;Asli;Asli;Palsu;Palsu
almudatsirqadar;Ok banget;Asli;Asli;Asli;Palsu;Palsu;Asli;Asli
almudatsirqadar;Mantap..pesan 2 pasang. Ok semua;Asli;Asli;Asli;Palsu;Palsu;Asli;Asli
althafbaihaki;Mohon maaf baru kali ini saya menilai jelek diorderan. Sudah baik2 kirim pesan utk ditukar tapi tetap saja tidak dihiraukan. Not recommended seller. Terima kasih, saya sedekahkan saja orang lain.;Palsu;Asli;Asli;Palsu;Asli;Palsu;Palsu
amet8314;ternyata sepatu karet... pantes hrg ny segitu;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
ammymiyyamy1997;gak muat;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
amrypalakhudin;untuk barangnya oke lah dengan harga dibawah 100 ribuan. sayangnya lem nya kurang nempel jadi dibagian depan agak ngelupas dikit.respon penjual Joss lah ramah;Asli;Palsu;Palsu;Asli;Asli;Palsu;Asli
andi_skylar;Warna tidak sesuai dengan pesanan;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
andiasril07;Awalnya sya kira bgus, tp pas mau d pake mlh lubang buat talinya gampang banget copot... Pdhl mah harga 60 harusnya udah standar tp malah gini nyesel;Asli;Asli;Asli;Asli;Asli;Palsu;Asli
andibogaro538;Ko rusak sii;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
andiwegana;Gak sesuai ekspektasi😭;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
andreanyoga535;Kualitas tolong di perbaiki;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
andriandri394;menarik;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
anggrainipratiwi;Sepatu nya bagus, sesuai dengan gambar, tapi tapak nya agak berat, klu bisa di buat lebih ringan lagi, harga terjangkau juga;Asli;Asli;Asli;Asli;Asli;Palsu;Asli
ani_ulil;Rencana mau kasih bintang 7. Kualitas super duper pokoknya;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
aningsabar72;Semoga awet aj nih..;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
annisaakfini;Ukuranya lebih besar.pesen ukuran 37 sama seperti ukuran 39;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
app_shopp01;Di pakai sehari sudah retak2🥲;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
aqilaqirani627;Sesuai dengan harga;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
aqrarm;Size 44 seperti size 42, d pake juga sempit;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
arekaputra565;Bagus lumayan lah harga segitu Mantap;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
arief_151;ok;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
arifbudi33;Sesuai dengan harga;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
arifmaulana177;Lama;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
arinirahila;Di kasih bintang 4 karna nomer 37 gede bngt kayak nomer 40 pdhl ini buat anakku kls 5 SD;Asli;Asli;Asli;Asli;Asli;Asli;Asli
arjunazkal99;Alhamdulillah sudah sampai dgn baik dan sempurna, trmksh sudah amanah semoga lancar usahanya ..;Asli;Asli;Asli;Asli;Asli;Palsu;Asli
aryahafiz84;Ya.. yg pasti ada harga ada kualitas;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
asfaalhusna31;namun mohon maaf barang tidak memenuhi standar jual. Pas di pakai baru 2 Minggu JEBOL. Kw.;Asli;Asli;Asli;Asli;Asli;Asli;Asli
asihf3;Harga segini tapi barang jelek kyk harga 50;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
asmawati110369;biasa;Asli;Asli;Asli;Palsu;Palsu;Palsu;Asli
asmawati110369;biasa;Asli;Asli;Asli;Palsu;Palsu;Palsu;Asli
aurelheriyanto;Anak suka warna nya;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
avidkenyot504;Jahitanya gak rapih;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
aya68ekezb;bagus bgt..trs cepet banget pengiriman nya;Asli;Asli;Palsu;Palsu;Asli;Palsu;Asli
azharaufaa1506;Ternyata size 38 itu juga lumayan gede yaa apa emang sengaja di design depannya longgar? gatau si tapi baguss koo worthit cuma kegedean aja hihi;Palsu;Asli;Asli;Asli;Asli;Asli;Asli
azharmanafarrafiazharman;Bau lem dan agak sempit sepatunya;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
azzamabdulhalim437;Alhamdulillah barang sudah sampai sesuai pesanan... Bisa dipakai untuk segala hal termasuk olahraga dan kerja;Asli;Asli;Asli;Asli;Asli;Palsu;Asli
b*****3;Di tulisan sih ukuran 42, tapi kerasa kaya ukuran 40. Agak kecil, bentuknya juga ga simetris kanan dan kiri.;Asli;Asli;Asli;Asli;Asli;Asli;Asli
b*****3;"Pinggir sepatu lemnya nggak bener"" nempel sih, tapi ya memang nggak terlalu berekspektasi lebih dengan harga segitu.";Asli;Asli;Asli;Asli;Asli;Palsu;Asli
b*****6;Deskripsi size sama real produknya gak sama,( size produk ternyata pakai size 1,2,3,4 dst) saya biasa pakai size 38, ketika saya C.O size 38 ternyata yang di kirim setara dengan size 41.harusnya di kirim nya size 3 ,setau  saya size 4 = size 39/40 ,Penjual menolak pengembalian barang, padahal saya mau jika harus nanggung ongkirnya jikalau barang di kembalikan dan di kirim kembali dengan size yang sesuai dengan kaki saya,  kecewa sekali dengan pelayannya..akhirnya sepatu nya gak terpakai;Asli;Palsu;Asli;Palsu;Asli;Palsu;Palsu
b*****u;Bagus sih sepatu tapi sayang bagian dalam sepatu terdapat lem yg belum kering;Palsu;Asli;Asli;Asli;Asli;Asli;Asli
b0qyc7mbow;Model bagus sayang bahan tipis;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
b1ng9o_ir;Nomer Spatu brapeeeee?????? 14 Pokoe aziibbbbb...... 👍👍👍👍👍👍👍;Asli;Asli;Asli;Asli;Asli;Asli;Asli
bagusjulianto95;Barang lumayan, sesuai dengan gambar. Hanya saja pengirimannya sangat lama.;Asli;Asli;Palsu;Asli;Asli;Palsu;Asli
bahrunario;Barang sesuai pict untuk kwalitasnya belum tahu, belum dicoba;Palsu;Asli;Asli;Asli;Asli;Asli;Asli
bambang_cahya;Barang yang dipesen selalu dibawah ukurannya, misal kita mesen ukur 42 datengnya kadang 42,41,klo emng gk ad stoknya y bilang aj,;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
bang_fajhar22;Barangnya lumayan bagus bisa buat jalan jalan sesuai harga semoga saya awet makasi bosku next time order lagik;Asli;Asli;Asli;Asli;Asli;Asli;Asli
bayhaq648;baru dipake langsng copot lemnya;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
berlian14102003;Warna tidak sesuai dengan yang pesan;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
binimaratus;Barang & kualitas sesuai dengan harga Pengiriman super cepat. Kurir ramah terimakasih seller. Semoga laris manis;Asli;Asli;Palsu;Asli;Asli;Palsu;Asli
bintangrizkysaputra;baik;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
bitangsetiyo;Yang saya suka penggiriman cepat. tapi sayang sepatunya sabloannya kurangrapi bannyak yang miss panen;Asli;Asli;Asli;Asli;Asli;Asli;Asli
blidonk_boutique;Not recommended, uda gt beaar kalii sizenya. Dipake maknya aja masi kbesaran🤣;Asli;Asli;Asli;Asli;Asli;Asli;Asli
bluesaphirre_;size yang dipesan 37 dg ukuran 22.5 cm (sesuai deskripsi), tetapi yang dikirim size 37 dg ukuran 26cm (tidak sesuai deskripsi). seller tidak merespon chat/tidak ada solusi.;Asli;Asli;Palsu;Asli;Asli;Asli;Palsu
boim2295;Warna nya kaya warnain pakai kuas list merah mana blepotan lagi, yaa namanya juga kw wajar aja.;Asli;Asli;Asli;Asli;Asli;Asli;Asli
bonusria;merk dan jenis tidak sesuai dengan yang dikirim;Asli;Palsu;Asli;Palsu;Asli;Palsu;Palsu
boyabdullahbalia;Sesuai harga..;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
bqyv1nbwsd;tidak mengecewa kan;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
butsilie94;mantapp;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
by_u12345;Sesuai lah dg harganya;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
bzyexlgulc;bagus tpi sepatunya ringan banget;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
c*****6;uk 37 kayak 39 .. besar bangett ,;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
c*****7;Sesuai ekspektasi bagus cocok dengan harga segitu;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
c*****_;Baru dipake dah jebol wkwk harga menentukan kualitas yagesya;Asli;Asli;Asli;Asli;Asli;Asli;Asli
c*****t;Bagus sesuai dengan gambar, harga murah semoga awet;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
cahyonoyuda;bagussss;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
casmi03;Kenapa ya kak aku pesan warna nio putih full. Yang di kirim ZM putih bikin aku gemana gitu. Mohon tokonya yg amanah ya.;Asli;Palsu;Asli;Asli;Asli;Asli;Asli
cepp.077amanah;4hari jga jebol inimah🤣 mana ada bagiang yg gk di lem lagi;Asli;Asli;Asli;Asli;Asli;Asli;Asli
chachanoer;Bagus untuk harga segitu;Asli;Asli;Asli;Palsu;Palsu;Palsu;Asli
chachanoer;Baguss;Asli;Asli;Asli;Palsu;Palsu;Palsu;Asli
chindyfathika;bagus,tapi tidak seperti sepatu biasanya tidak berat sangat enteng;Asli;Asli;Asli;Asli;Asli;Asli;Asli
cj2buoc8_7;Sesuai and cukup lumayan dengan harga segitu.;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
d*****a;setelah pemakaian 1x pendakian fyuhhh baiknya ini buat sepatu sekolah aja jgn sepatu hiking kek sepatu sekali pakai doang jadinya maaf 🙏😖;Palsu;Asli;Asli;Asli;Palsu;Asli;Palsu
d*****y;Pakai sepatu ini harus hati2 banget, soalnya masih di lem kasar dibagian samping kanan kiri sepatu, waktu pengirimannya lama skali.;Asli;Asli;Palsu;Asli;Asli;Asli;Asli
d*****y;Podo Karo harga e;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
d26ed8edrm;tolong saya pesan 2 kenapa cuman satu yang datang;Asli;Asli;Asli;Palsu;Palsu;Asli;Palsu
d26ed8edrm;saya pesan barang ini tidak sampai;Asli;Asli;Asli;Palsu;Palsu;Palsu;Palsu
d5j1vxj00a;Barang bagus . Sesuai pesanan. Mksih;Palsu;Asli;Asli;Palsu;Asli;Palsu;Palsu
dandyaling234;pesan warna abu-abu,datang warna warna lain😭;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
danielnatalianof;Packing nya masih kurang rapi, jadi barang nya ada sedikit lecet;Asli;Asli;Palsu;Asli;Asli;Palsu;Asli
daruljablay;Pertahanan kan Good job;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
darwantiayu;Alas sepatu empuk kaya seterofom🥲 dan nomor 40 besar bangt. Biasanya standar aku nomor 40. Mungkin ini nomor sepatu laki2;Asli;Asli;Asli;Asli;Asli;Asli;Asli
dedesrirosnawati;kurang rapih;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
denniswijaya093;Sapatu nya besar sebelah;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
deviwahyuni90;Gak sesuai sama yg di pesan, Saya pesan putih biru datang putih Oren, Mohon di perbaiki  pesanan orang y k sebelum mengirim kan barangnya.,;Palsu;Asli;Asli;Asli;Asli;Palsu;Palsu
dewie_aw;Sepatu nya standar jngn berekspektasi tinggi ya gays karena kualitas nya sesuai harga ya bagian telapak kaki kaku gk lembut sepatu berat;Asli;Asli;Asli;Asli;Asli;Palsu;Asli
dewisrimulyasari600;dikira no 36 kecil,ini sepatu untuk anakku umur 6 tahun ,tadinya buat hari Senin sekolah . eeh.. malah oversize;Asli;Asli;Asli;Asli;Asli;Asli;Asli
dewisuhita857;Bagus barangnya,sesuai dengan harga;Palsu;Asli;Asli;Palsu;Asli;Palsu;Asli
diahmutia408;Sesuai;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
diandian745;Suka dgn sepatunya;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
dika_pratama10;Sepatu agak kurang lebar dikit cuma packaging nya jelek;Asli;Asli;Palsu;Palsu;Asli;Asli;Asli
dittajoni492;Peking nya ada yg sobek dalam nya gak ad plastik nya kecewa beli disini gak wort it bgt 😕😕mudah2an awet... untung mas kurir nya baik;Palsu;Asli;Palsu;Asli;Asli;Asli;Asli
djuliani92;lumayan;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
dodibambanglestari;Yang datang malah sepatu adidas, Piye iki 😓;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
dorman72;Jeles sepatu ny ringan bangt ga sesuai dngn harga;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
dprinesia;ini bukan ukuran 41. saya beli wrna maroon dan sya bandingin sma punya saya yg wrna abu. bedanya jauh. pantes dipake kecil bgt. stikernya aja 41. tp fisiknya mungkin 39 apa 40. kecewa sih.;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
dwi.suryanti18;Sepatunya penyok gara2 1 kardus di isi 2 pasang sepatu;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
dy_newphone.01;Sepatunya kebesaran, gak sesuai dgn deskripsi ukuran yg biasanya;Asli;Asli;Asli;Asli;Asli;Palsu;Palsu
e*****a;Harga bawa rupa;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
e*****a;🤔kecewa;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
e*****l;Sukak sama sepatunya, untuk bahan sesuai dengan harganya.. 😍;Asli;Asli;Asli;Asli;Asli;Palsu;Asli
e131202;Tampilan baik paking rapi tapi sayang mata ayamnya copot..;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
